Idcell;X_norm;Y_norm;areaCell;suitableArea
866;106000;28000;4000000;4000000
867;108000;28000;4000000;4000000
868;110000;28000;4000000;4000000
869;112000;28000;4000000;4000000
870;114000;28000;4000000;4000000
871;0;30000;4000000;4000000
872;2000;30000;4000000;4000000
873;4000;30000;4000000;4000000
874;6000;30000;4000000;4000000
875;8000;30000;4000000;4000000
876;10000;30000;4000000;4000000
877;12000;30000;4000000;4000000
878;14000;30000;4000000;4000000
879;16000;30000;4000000;4000000
880;18000;30000;4000000;4000000
881;20000;30000;4000000;4000000
882;22000;30000;4000000;4000000
883;24000;30000;4000000;4000000
884;26000;30000;4000000;4000000
885;28000;30000;4000000;4000000
886;30000;30000;4000000;4000000
887;32000;30000;4000000;4000000
888;34000;30000;4000000;4000000
889;36000;30000;4000000;4000000
890;38000;30000;4000000;4000000
891;40000;30000;4000000;4000000
892;42000;30000;4000000;4000000
893;44000;30000;4000000;4000000
894;46000;30000;4000000;4000000
895;48000;30000;4000000;4000000
896;50000;30000;4000000;4000000
897;52000;30000;4000000;4000000
898;54000;30000;4000000;4000000
899;56000;30000;4000000;4000000
900;58000;30000;4000000;4000000
901;60000;30000;4000000;4000000
902;62000;30000;4000000;4000000
903;64000;30000;4000000;4000000
904;66000;30000;4000000;4000000
905;68000;30000;4000000;4000000
906;70000;30000;4000000;4000000
907;72000;30000;4000000;4000000
908;74000;30000;4000000;4000000
909;76000;30000;4000000;4000000
910;78000;30000;4000000;4000000
911;80000;30000;4000000;4000000
912;82000;30000;4000000;4000000
913;84000;30000;4000000;4000000
914;86000;30000;4000000;4000000
915;88000;30000;4000000;4000000
916;90000;30000;4000000;4000000
917;92000;30000;4000000;4000000
918;94000;30000;4000000;4000000
919;96000;30000;4000000;4000000
920;98000;30000;4000000;4000000
921;100000;30000;4000000;4000000
922;102000;30000;4000000;4000000
923;104000;30000;4000000;4000000
924;106000;30000;4000000;4000000
925;108000;30000;4000000;4000000
926;110000;30000;4000000;4000000
927;112000;30000;4000000;4000000
928;114000;30000;4000000;4000000
929;0;32000;4000000;4000000
930;2000;32000;4000000;4000000
931;4000;32000;4000000;4000000
932;6000;32000;4000000;4000000
933;8000;32000;4000000;4000000
934;10000;32000;4000000;4000000
935;12000;32000;4000000;4000000
936;14000;32000;4000000;4000000
937;16000;32000;4000000;4000000
938;18000;32000;4000000;4000000
939;20000;32000;4000000;4000000
940;22000;32000;4000000;4000000
941;24000;32000;4000000;4000000
942;26000;32000;4000000;4000000
943;28000;32000;4000000;4000000
944;30000;32000;4000000;4000000
945;32000;32000;4000000;4000000
946;34000;32000;4000000;4000000
947;36000;32000;4000000;4000000
948;38000;32000;4000000;4000000
949;40000;32000;4000000;4000000
950;42000;32000;4000000;4000000
951;44000;32000;4000000;4000000
952;46000;32000;4000000;4000000
953;48000;32000;4000000;4000000
954;50000;32000;4000000;4000000
955;52000;32000;4000000;4000000
956;54000;32000;4000000;4000000
957;56000;32000;4000000;4000000
958;58000;32000;4000000;4000000
959;60000;32000;4000000;4000000
960;62000;32000;4000000;4000000
961;64000;32000;4000000;4000000
962;66000;32000;4000000;4000000
963;68000;32000;4000000;4000000
964;70000;32000;4000000;4000000
965;72000;32000;4000000;4000000
966;74000;32000;4000000;4000000
967;76000;32000;4000000;4000000
968;78000;32000;4000000;4000000
969;80000;32000;4000000;4000000
970;82000;32000;4000000;4000000
971;84000;32000;4000000;4000000
972;86000;32000;4000000;4000000
973;88000;32000;4000000;4000000
974;90000;32000;4000000;4000000
975;92000;32000;4000000;4000000
976;94000;32000;4000000;4000000
977;96000;32000;4000000;4000000
978;98000;32000;4000000;4000000
979;100000;32000;4000000;4000000
980;102000;32000;4000000;4000000
981;104000;32000;4000000;4000000
982;106000;32000;4000000;4000000
983;108000;32000;4000000;4000000
984;110000;32000;4000000;4000000
985;112000;32000;4000000;4000000
986;114000;32000;4000000;4000000
987;0;34000;4000000;4000000
988;2000;34000;4000000;4000000
989;4000;34000;4000000;4000000
990;6000;34000;4000000;4000000
991;8000;34000;4000000;4000000
992;10000;34000;4000000;4000000
993;12000;34000;4000000;4000000
994;14000;34000;4000000;4000000
995;16000;34000;4000000;4000000
996;18000;34000;4000000;4000000
997;20000;34000;4000000;4000000
998;22000;34000;4000000;4000000
999;24000;34000;4000000;4000000
1000;26000;34000;4000000;4000000
1001;28000;34000;4000000;4000000
1002;30000;34000;4000000;4000000
1003;32000;34000;4000000;4000000
1004;34000;34000;4000000;4000000
1005;36000;34000;4000000;4000000
1006;38000;34000;4000000;4000000
1007;40000;34000;4000000;4000000
1008;42000;34000;4000000;4000000
1009;44000;34000;4000000;4000000
1010;46000;34000;4000000;4000000
1011;48000;34000;4000000;4000000
1012;50000;34000;4000000;4000000
1013;52000;34000;4000000;4000000
1014;54000;34000;4000000;4000000
1015;56000;34000;4000000;4000000
1016;58000;34000;4000000;4000000
1017;60000;34000;4000000;4000000
1018;62000;34000;4000000;4000000
1019;64000;34000;4000000;4000000
1020;66000;34000;4000000;4000000
1021;68000;34000;4000000;4000000
1022;70000;34000;4000000;4000000
1023;72000;34000;4000000;4000000
1024;74000;34000;4000000;4000000
1025;76000;34000;4000000;4000000
1026;78000;34000;4000000;4000000
1027;80000;34000;4000000;4000000
1028;82000;34000;4000000;4000000
1029;84000;34000;4000000;4000000
1030;86000;34000;4000000;4000000
1031;88000;34000;4000000;4000000
1032;90000;34000;4000000;4000000
1033;92000;34000;4000000;4000000
1034;94000;34000;4000000;4000000
1035;96000;34000;4000000;4000000
1036;98000;34000;4000000;4000000
1037;100000;34000;4000000;4000000
1038;102000;34000;4000000;4000000
1039;104000;34000;4000000;4000000
1040;106000;34000;4000000;4000000
1041;108000;34000;4000000;4000000
1042;110000;34000;4000000;4000000
1043;112000;34000;4000000;4000000
1044;114000;34000;4000000;4000000
1045;0;36000;4000000;4000000
1046;2000;36000;4000000;4000000
1047;4000;36000;4000000;4000000
1048;6000;36000;4000000;4000000
1049;8000;36000;4000000;4000000
1050;10000;36000;4000000;4000000
1051;12000;36000;4000000;4000000
1052;14000;36000;4000000;4000000
1053;16000;36000;4000000;4000000
1054;18000;36000;4000000;4000000
1055;20000;36000;4000000;4000000
1056;22000;36000;4000000;4000000
1057;24000;36000;4000000;4000000
1058;26000;36000;4000000;4000000
1059;28000;36000;4000000;4000000
1060;30000;36000;4000000;4000000
1061;32000;36000;4000000;4000000
1062;34000;36000;4000000;4000000
1063;36000;36000;4000000;4000000
1064;38000;36000;4000000;4000000
1065;40000;36000;4000000;4000000
1066;42000;36000;4000000;4000000
1067;44000;36000;4000000;4000000
1068;46000;36000;4000000;4000000
1069;48000;36000;4000000;4000000
1070;50000;36000;4000000;4000000
1071;52000;36000;4000000;4000000
1072;54000;36000;4000000;4000000
1073;56000;36000;4000000;4000000
1074;58000;36000;4000000;4000000
1075;60000;36000;4000000;4000000
1076;62000;36000;4000000;4000000
1077;64000;36000;4000000;4000000
1078;66000;36000;4000000;4000000
1079;68000;36000;4000000;4000000
1080;70000;36000;4000000;4000000
1081;72000;36000;4000000;4000000
1082;74000;36000;4000000;4000000
1083;76000;36000;4000000;4000000
1084;78000;36000;4000000;4000000
1085;80000;36000;4000000;4000000
1086;82000;36000;4000000;4000000
1087;84000;36000;4000000;4000000
1088;86000;36000;4000000;4000000
1089;88000;36000;4000000;4000000
1090;90000;36000;4000000;4000000
1091;92000;36000;4000000;4000000
1092;94000;36000;4000000;4000000
1093;96000;36000;4000000;4000000
1094;98000;36000;4000000;4000000
1095;100000;36000;4000000;4000000
1096;102000;36000;4000000;4000000
1097;104000;36000;4000000;4000000
1098;106000;36000;4000000;4000000
1099;108000;36000;4000000;4000000
1100;110000;36000;4000000;4000000
1101;112000;36000;4000000;4000000
1102;114000;36000;4000000;4000000
1103;0;38000;4000000;4000000
1104;2000;38000;4000000;4000000
1105;4000;38000;4000000;4000000
1106;6000;38000;4000000;4000000
1107;8000;38000;4000000;4000000
1108;10000;38000;4000000;4000000
1109;12000;38000;4000000;4000000
1110;14000;38000;4000000;4000000
1111;16000;38000;4000000;4000000
1112;18000;38000;4000000;4000000
1113;20000;38000;4000000;4000000
1114;22000;38000;4000000;4000000
1115;24000;38000;4000000;4000000
1116;26000;38000;4000000;4000000
1117;28000;38000;4000000;4000000
1118;30000;38000;4000000;4000000
1119;32000;38000;4000000;4000000
1120;34000;38000;4000000;4000000
1121;36000;38000;4000000;4000000
1122;38000;38000;4000000;4000000
1123;40000;38000;4000000;4000000
1124;42000;38000;4000000;4000000
1125;44000;38000;4000000;4000000
1126;46000;38000;4000000;4000000
1127;48000;38000;4000000;4000000
1128;50000;38000;4000000;4000000
1129;52000;38000;4000000;4000000
1130;54000;38000;4000000;4000000
1131;56000;38000;4000000;4000000
1132;58000;38000;4000000;4000000
1133;60000;38000;4000000;4000000
1134;62000;38000;4000000;4000000
1135;64000;38000;4000000;4000000
1136;66000;38000;4000000;4000000
1137;68000;38000;4000000;4000000
1138;70000;38000;4000000;4000000
1139;72000;38000;4000000;4000000
1140;74000;38000;4000000;4000000
1141;76000;38000;4000000;4000000
1142;78000;38000;4000000;4000000
1143;80000;38000;4000000;4000000
1144;82000;38000;4000000;4000000
1145;84000;38000;4000000;4000000
1146;86000;38000;4000000;4000000
1147;88000;38000;4000000;4000000
1148;90000;38000;4000000;4000000
1149;92000;38000;4000000;4000000
1150;94000;38000;4000000;4000000
1151;96000;38000;4000000;4000000
1152;98000;38000;4000000;4000000
1153;100000;38000;4000000;4000000
1154;102000;38000;4000000;4000000
1155;104000;38000;4000000;4000000
1156;106000;38000;4000000;4000000
1157;108000;38000;4000000;4000000
1158;110000;38000;4000000;4000000
1159;112000;38000;4000000;4000000
1160;114000;38000;4000000;4000000
1161;0;40000;4000000;4000000
1162;2000;40000;4000000;4000000
1163;4000;40000;4000000;4000000
1164;6000;40000;4000000;4000000
1165;8000;40000;4000000;4000000
1166;10000;40000;4000000;4000000
1167;12000;40000;4000000;4000000
1168;14000;40000;4000000;4000000
1169;16000;40000;4000000;4000000
1170;18000;40000;4000000;4000000
1171;20000;40000;4000000;4000000
1172;22000;40000;4000000;4000000
1173;24000;40000;4000000;4000000
1174;26000;40000;4000000;4000000
1175;28000;40000;4000000;4000000
1176;30000;40000;4000000;4000000
1177;32000;40000;4000000;4000000
1178;34000;40000;4000000;4000000
1179;36000;40000;4000000;4000000
1180;38000;40000;4000000;4000000
1181;40000;40000;4000000;4000000
1182;42000;40000;4000000;4000000
1183;44000;40000;4000000;4000000
1184;46000;40000;4000000;4000000
1185;48000;40000;4000000;4000000
1186;50000;40000;4000000;4000000
1187;52000;40000;4000000;4000000
1188;54000;40000;4000000;4000000
1189;56000;40000;4000000;4000000
1190;58000;40000;4000000;4000000
1191;60000;40000;4000000;4000000
1192;62000;40000;4000000;4000000
1193;64000;40000;4000000;4000000
1194;66000;40000;4000000;4000000
1195;68000;40000;4000000;4000000
1196;70000;40000;4000000;4000000
1197;72000;40000;4000000;4000000
1198;74000;40000;4000000;4000000
1199;76000;40000;4000000;4000000
1200;78000;40000;4000000;4000000
1201;80000;40000;4000000;4000000
1202;82000;40000;4000000;4000000
1203;84000;40000;4000000;4000000
1204;86000;40000;4000000;4000000
1205;88000;40000;4000000;4000000
1206;90000;40000;4000000;4000000
1207;92000;40000;4000000;4000000
1208;94000;40000;4000000;4000000
1209;96000;40000;4000000;4000000
1210;98000;40000;4000000;4000000
1211;100000;40000;4000000;4000000
1212;102000;40000;4000000;4000000
1213;104000;40000;4000000;4000000
1214;106000;40000;4000000;4000000
1215;108000;40000;4000000;4000000
1216;110000;40000;4000000;4000000
1217;112000;40000;4000000;4000000
1218;114000;40000;4000000;4000000
1219;0;42000;4000000;4000000
1220;2000;42000;4000000;4000000
1221;4000;42000;4000000;4000000
1222;6000;42000;4000000;4000000
1223;8000;42000;4000000;4000000
1224;10000;42000;4000000;4000000
1225;12000;42000;4000000;4000000
1226;14000;42000;4000000;4000000
1227;16000;42000;4000000;4000000
1228;18000;42000;4000000;4000000
1229;20000;42000;4000000;4000000
1230;22000;42000;4000000;4000000
1231;24000;42000;4000000;4000000
1232;26000;42000;4000000;4000000
1233;28000;42000;4000000;4000000
1234;30000;42000;4000000;4000000
1235;32000;42000;4000000;4000000
1236;34000;42000;4000000;4000000
1237;36000;42000;4000000;4000000
1238;38000;42000;4000000;4000000
1239;40000;42000;4000000;4000000
1240;42000;42000;4000000;4000000
1241;44000;42000;4000000;4000000
1242;46000;42000;4000000;4000000
1243;48000;42000;4000000;4000000
1244;50000;42000;4000000;4000000
1245;52000;42000;4000000;4000000
1246;54000;42000;4000000;4000000
1247;56000;42000;4000000;4000000
1248;58000;42000;4000000;4000000
1249;60000;42000;4000000;4000000
1250;62000;42000;4000000;4000000
1251;64000;42000;4000000;4000000
1252;66000;42000;4000000;4000000
1253;68000;42000;4000000;4000000
1254;70000;42000;4000000;4000000
1255;72000;42000;4000000;4000000
1256;74000;42000;4000000;4000000
1257;76000;42000;4000000;4000000
1258;78000;42000;4000000;4000000
1259;80000;42000;4000000;4000000
1260;82000;42000;4000000;4000000
1261;84000;42000;4000000;4000000
1262;86000;42000;4000000;4000000
1263;88000;42000;4000000;4000000
1264;90000;42000;4000000;4000000
1265;92000;42000;4000000;4000000
1266;94000;42000;4000000;4000000
1267;96000;42000;4000000;4000000
1268;98000;42000;4000000;4000000
1269;100000;42000;4000000;4000000
1270;102000;42000;4000000;4000000
1271;104000;42000;4000000;4000000
1272;106000;42000;4000000;4000000
1273;108000;42000;4000000;4000000
1274;110000;42000;4000000;4000000
1275;112000;42000;4000000;4000000
1276;114000;42000;4000000;4000000
1277;0;44000;4000000;4000000
1278;2000;44000;4000000;4000000
1279;4000;44000;4000000;4000000
1280;6000;44000;4000000;4000000
1281;8000;44000;4000000;4000000
1282;10000;44000;4000000;4000000
1283;12000;44000;4000000;4000000
1284;14000;44000;4000000;4000000
1285;16000;44000;4000000;4000000
1286;18000;44000;4000000;4000000
1287;20000;44000;4000000;4000000
1288;22000;44000;4000000;4000000
1289;24000;44000;4000000;4000000
1290;26000;44000;4000000;4000000
1291;28000;44000;4000000;4000000
1292;30000;44000;4000000;4000000
1293;32000;44000;4000000;4000000
1294;34000;44000;4000000;4000000
1295;36000;44000;4000000;4000000
1296;38000;44000;4000000;4000000
1297;40000;44000;4000000;4000000
1298;42000;44000;4000000;4000000
1299;44000;44000;4000000;4000000
1300;46000;44000;4000000;4000000
1301;48000;44000;4000000;4000000
1302;50000;44000;4000000;4000000
1303;52000;44000;4000000;4000000
1304;54000;44000;4000000;4000000
1305;56000;44000;4000000;4000000
1306;58000;44000;4000000;4000000
1307;60000;44000;4000000;4000000
1308;62000;44000;4000000;4000000
1309;64000;44000;4000000;4000000
1310;66000;44000;4000000;4000000
1311;68000;44000;4000000;4000000
1312;70000;44000;4000000;4000000
1313;72000;44000;4000000;4000000
1314;74000;44000;4000000;4000000
1315;76000;44000;4000000;4000000
1316;78000;44000;4000000;4000000
1317;80000;44000;4000000;4000000
1318;82000;44000;4000000;4000000
1319;84000;44000;4000000;4000000
1320;86000;44000;4000000;4000000
1321;88000;44000;4000000;4000000
1322;90000;44000;4000000;4000000
1323;92000;44000;4000000;4000000
1324;94000;44000;4000000;4000000
1325;96000;44000;4000000;4000000
1326;98000;44000;4000000;4000000
1327;100000;44000;4000000;4000000
1328;102000;44000;4000000;4000000
1329;104000;44000;4000000;4000000
1330;106000;44000;4000000;4000000
1331;108000;44000;4000000;4000000
1332;110000;44000;4000000;4000000
1333;112000;44000;4000000;4000000
1334;114000;44000;4000000;4000000
1335;0;46000;4000000;4000000
1336;2000;46000;4000000;4000000
1337;4000;46000;4000000;4000000
1338;6000;46000;4000000;4000000
1339;8000;46000;4000000;4000000
1340;10000;46000;4000000;4000000
1341;12000;46000;4000000;4000000
1342;14000;46000;4000000;4000000
1343;16000;46000;4000000;4000000
1344;18000;46000;4000000;4000000
1345;20000;46000;4000000;4000000
1346;22000;46000;4000000;4000000
1347;24000;46000;4000000;4000000
1348;26000;46000;4000000;4000000
1349;28000;46000;4000000;4000000
1350;30000;46000;4000000;4000000
1351;32000;46000;4000000;4000000
1352;34000;46000;4000000;4000000
1353;36000;46000;4000000;4000000
1354;38000;46000;4000000;4000000
1355;40000;46000;4000000;4000000
1356;42000;46000;4000000;4000000
1357;44000;46000;4000000;4000000
1358;46000;46000;4000000;4000000
1359;48000;46000;4000000;4000000
1360;50000;46000;4000000;4000000
1361;52000;46000;4000000;4000000
1362;54000;46000;4000000;4000000
1363;56000;46000;4000000;4000000
1364;58000;46000;4000000;4000000
1365;60000;46000;4000000;4000000
1366;62000;46000;4000000;4000000
1367;64000;46000;4000000;4000000
1368;66000;46000;4000000;4000000
1369;68000;46000;4000000;4000000
1370;70000;46000;4000000;4000000
1371;72000;46000;4000000;4000000
1372;74000;46000;4000000;4000000
1373;76000;46000;4000000;4000000
1374;78000;46000;4000000;4000000
1375;80000;46000;4000000;4000000
1376;82000;46000;4000000;4000000
1377;84000;46000;4000000;4000000
1378;86000;46000;4000000;4000000
1379;88000;46000;4000000;4000000
1380;90000;46000;4000000;4000000
1381;92000;46000;4000000;4000000
1382;94000;46000;4000000;4000000
1383;96000;46000;4000000;4000000
1384;98000;46000;4000000;4000000
1385;100000;46000;4000000;4000000
1386;102000;46000;4000000;4000000
1387;104000;46000;4000000;4000000
1388;106000;46000;4000000;4000000
1389;108000;46000;4000000;4000000
1390;110000;46000;4000000;4000000
1391;112000;46000;4000000;4000000
1392;114000;46000;4000000;4000000
1393;0;48000;4000000;4000000
1394;2000;48000;4000000;4000000
1395;4000;48000;4000000;4000000
1396;6000;48000;4000000;4000000
1397;8000;48000;4000000;4000000
1398;10000;48000;4000000;4000000
1399;12000;48000;4000000;4000000
1400;14000;48000;4000000;4000000
1401;16000;48000;4000000;4000000
1402;18000;48000;4000000;4000000
1403;20000;48000;4000000;4000000
1404;22000;48000;4000000;4000000
1405;24000;48000;4000000;4000000
1406;26000;48000;4000000;4000000
1407;28000;48000;4000000;4000000
1408;30000;48000;4000000;4000000
1409;32000;48000;4000000;4000000
1410;34000;48000;4000000;4000000
1411;36000;48000;4000000;4000000
1412;38000;48000;4000000;4000000
1413;40000;48000;4000000;4000000
1414;42000;48000;4000000;4000000
1415;44000;48000;4000000;4000000
1416;46000;48000;4000000;4000000
1417;48000;48000;4000000;4000000
1418;50000;48000;4000000;4000000
1419;52000;48000;4000000;4000000
1420;54000;48000;4000000;4000000
1421;56000;48000;4000000;4000000
1422;58000;48000;4000000;4000000
1423;60000;48000;4000000;4000000
1424;62000;48000;4000000;4000000
1425;64000;48000;4000000;4000000
1426;66000;48000;4000000;4000000
1427;68000;48000;4000000;4000000
1428;70000;48000;4000000;4000000
1429;72000;48000;4000000;4000000
1430;74000;48000;4000000;4000000
1431;76000;48000;4000000;4000000
1432;78000;48000;4000000;4000000
1433;80000;48000;4000000;4000000
1434;82000;48000;4000000;4000000
1435;84000;48000;4000000;4000000
1436;86000;48000;4000000;4000000
1437;88000;48000;4000000;4000000
1438;90000;48000;4000000;4000000
1439;92000;48000;4000000;4000000
1440;94000;48000;4000000;4000000
1441;96000;48000;4000000;4000000
1442;98000;48000;4000000;4000000
1443;100000;48000;4000000;4000000
1444;102000;48000;4000000;4000000
1445;104000;48000;4000000;4000000
1446;106000;48000;4000000;4000000
1447;108000;48000;4000000;4000000
1448;110000;48000;4000000;4000000
1449;112000;48000;4000000;4000000
1450;114000;48000;4000000;4000000
1451;0;50000;4000000;4000000
1452;2000;50000;4000000;4000000
1453;4000;50000;4000000;4000000
1454;6000;50000;4000000;4000000
1455;8000;50000;4000000;4000000
1456;10000;50000;4000000;4000000
1457;12000;50000;4000000;4000000
1458;14000;50000;4000000;4000000
1459;16000;50000;4000000;4000000
1460;18000;50000;4000000;4000000
1461;20000;50000;4000000;4000000
1462;22000;50000;4000000;4000000
1463;24000;50000;4000000;4000000
1464;26000;50000;4000000;4000000
1465;28000;50000;4000000;4000000
1466;30000;50000;4000000;4000000
1467;32000;50000;4000000;4000000
1468;34000;50000;4000000;4000000
1469;36000;50000;4000000;4000000
1470;38000;50000;4000000;4000000
1471;40000;50000;4000000;4000000
1472;42000;50000;4000000;4000000
1473;44000;50000;4000000;4000000
1474;46000;50000;4000000;4000000
1475;48000;50000;4000000;4000000
1476;50000;50000;4000000;4000000
1477;52000;50000;4000000;4000000
1478;54000;50000;4000000;4000000
1479;56000;50000;4000000;4000000
1480;58000;50000;4000000;4000000
1481;60000;50000;4000000;4000000
1482;62000;50000;4000000;4000000
1483;64000;50000;4000000;4000000
1484;66000;50000;4000000;4000000
1485;68000;50000;4000000;4000000
1486;70000;50000;4000000;4000000
1487;72000;50000;4000000;4000000
1488;74000;50000;4000000;4000000
1489;76000;50000;4000000;4000000
1490;78000;50000;4000000;4000000
1491;80000;50000;4000000;4000000
1492;82000;50000;4000000;4000000
1493;84000;50000;4000000;4000000
1494;86000;50000;4000000;4000000
1495;88000;50000;4000000;4000000
1496;90000;50000;4000000;4000000
1497;92000;50000;4000000;4000000
1498;94000;50000;4000000;4000000
1499;96000;50000;4000000;4000000
1500;98000;50000;4000000;4000000
1501;100000;50000;4000000;4000000
1502;102000;50000;4000000;4000000
1503;104000;50000;4000000;4000000
1504;106000;50000;4000000;4000000
1505;108000;50000;4000000;4000000
1506;110000;50000;4000000;4000000
1507;112000;50000;4000000;4000000
1508;114000;50000;4000000;4000000
1509;0;52000;4000000;4000000
1510;2000;52000;4000000;4000000
1511;4000;52000;4000000;4000000
1512;6000;52000;4000000;4000000
1513;8000;52000;4000000;4000000
1514;10000;52000;4000000;4000000
1515;12000;52000;4000000;4000000
1516;14000;52000;4000000;4000000
1517;16000;52000;4000000;4000000
1518;18000;52000;4000000;4000000
1519;20000;52000;4000000;4000000
1520;22000;52000;4000000;4000000
1521;24000;52000;4000000;4000000
1522;26000;52000;4000000;4000000
1523;28000;52000;4000000;4000000
1524;30000;52000;4000000;4000000
1525;32000;52000;4000000;4000000
1526;34000;52000;4000000;4000000
1527;36000;52000;4000000;4000000
1528;38000;52000;4000000;4000000
1529;40000;52000;4000000;4000000
1530;42000;52000;4000000;4000000
1531;44000;52000;4000000;4000000
1532;46000;52000;4000000;4000000
1533;48000;52000;4000000;4000000
1534;50000;52000;4000000;4000000
1535;52000;52000;4000000;4000000
1536;54000;52000;4000000;4000000
1537;56000;52000;4000000;4000000
1538;58000;52000;4000000;4000000
1539;60000;52000;4000000;4000000
1540;62000;52000;4000000;4000000
1541;64000;52000;4000000;4000000
1542;66000;52000;4000000;4000000
1543;68000;52000;4000000;4000000
1544;70000;52000;4000000;4000000
1545;72000;52000;4000000;4000000
1546;74000;52000;4000000;4000000
1547;76000;52000;4000000;4000000
1548;78000;52000;4000000;4000000
1549;80000;52000;4000000;4000000
1550;82000;52000;4000000;4000000
1551;84000;52000;4000000;4000000
1552;86000;52000;4000000;4000000
1553;88000;52000;4000000;4000000
1554;90000;52000;4000000;4000000
1555;92000;52000;4000000;4000000
1556;94000;52000;4000000;4000000
1557;96000;52000;4000000;4000000
1558;98000;52000;4000000;4000000
1559;100000;52000;4000000;4000000
1560;102000;52000;4000000;4000000
1561;104000;52000;4000000;4000000
1562;106000;52000;4000000;4000000
1563;108000;52000;4000000;4000000
1564;110000;52000;4000000;4000000
1565;112000;52000;4000000;4000000
1566;114000;52000;4000000;4000000
1567;0;54000;4000000;4000000
1568;2000;54000;4000000;4000000
1569;4000;54000;4000000;4000000
1570;6000;54000;4000000;4000000
1571;8000;54000;4000000;4000000
1572;10000;54000;4000000;4000000
1573;12000;54000;4000000;4000000
1574;14000;54000;4000000;4000000
1575;16000;54000;4000000;4000000
1576;18000;54000;4000000;4000000
1577;20000;54000;4000000;4000000
1578;22000;54000;4000000;4000000
1579;24000;54000;4000000;4000000
1580;26000;54000;4000000;4000000
1581;28000;54000;4000000;4000000
1582;30000;54000;4000000;4000000
1583;32000;54000;4000000;4000000
1584;34000;54000;4000000;4000000
1585;36000;54000;4000000;4000000
1586;38000;54000;4000000;4000000
1587;40000;54000;4000000;4000000
1588;42000;54000;4000000;4000000
1589;44000;54000;4000000;4000000
1590;46000;54000;4000000;4000000
1591;48000;54000;4000000;4000000
1592;50000;54000;4000000;4000000
1593;52000;54000;4000000;4000000
1594;54000;54000;4000000;4000000
1595;56000;54000;4000000;4000000
1596;58000;54000;4000000;4000000
1597;60000;54000;4000000;4000000
1598;62000;54000;4000000;4000000
1599;64000;54000;4000000;4000000
1600;66000;54000;4000000;4000000
1601;68000;54000;4000000;4000000
1602;70000;54000;4000000;4000000
1603;72000;54000;4000000;4000000
1604;74000;54000;4000000;4000000
1605;76000;54000;4000000;4000000
1606;78000;54000;4000000;4000000
1607;80000;54000;4000000;4000000
1608;82000;54000;4000000;4000000
1609;84000;54000;4000000;4000000
1610;86000;54000;4000000;4000000
1611;88000;54000;4000000;4000000
1612;90000;54000;4000000;4000000
1613;92000;54000;4000000;4000000
1614;94000;54000;4000000;4000000
1615;96000;54000;4000000;4000000
1616;98000;54000;4000000;4000000
1617;100000;54000;4000000;4000000
1618;102000;54000;4000000;4000000
1619;104000;54000;4000000;4000000
1620;106000;54000;4000000;4000000
1621;108000;54000;4000000;4000000
1622;110000;54000;4000000;4000000
1623;112000;54000;4000000;4000000
1624;114000;54000;4000000;4000000
1625;0;56000;4000000;4000000
1626;2000;56000;4000000;4000000
1627;4000;56000;4000000;4000000
1628;6000;56000;4000000;4000000
1629;8000;56000;4000000;4000000
1630;10000;56000;4000000;4000000
1631;12000;56000;4000000;4000000
1632;14000;56000;4000000;4000000
1633;16000;56000;4000000;4000000
1634;18000;56000;4000000;4000000
1635;20000;56000;4000000;4000000
1636;22000;56000;4000000;4000000
1637;24000;56000;4000000;4000000
1638;26000;56000;4000000;4000000
1639;28000;56000;4000000;4000000
1640;30000;56000;4000000;4000000
1641;32000;56000;4000000;4000000
1642;34000;56000;4000000;4000000
1643;36000;56000;4000000;4000000
1644;38000;56000;4000000;4000000
1645;40000;56000;4000000;4000000
1646;42000;56000;4000000;4000000
1647;44000;56000;4000000;4000000
1648;46000;56000;4000000;4000000
1649;48000;56000;4000000;4000000
1650;50000;56000;4000000;4000000
1651;52000;56000;4000000;4000000
1652;54000;56000;4000000;4000000
1653;56000;56000;4000000;4000000
1654;58000;56000;4000000;4000000
1655;60000;56000;4000000;4000000
1656;62000;56000;4000000;4000000
1657;64000;56000;4000000;4000000
1658;66000;56000;4000000;4000000
1659;68000;56000;4000000;4000000
1660;70000;56000;4000000;4000000
1661;72000;56000;4000000;4000000
1662;74000;56000;4000000;4000000
1663;76000;56000;4000000;4000000
1664;78000;56000;4000000;4000000
1665;80000;56000;4000000;4000000
1666;82000;56000;4000000;4000000
1667;84000;56000;4000000;4000000
1668;86000;56000;4000000;4000000
1669;88000;56000;4000000;4000000
1670;90000;56000;4000000;4000000
1671;92000;56000;4000000;4000000
1672;94000;56000;4000000;4000000
1673;96000;56000;4000000;4000000
1674;98000;56000;4000000;4000000
1675;100000;56000;4000000;4000000
1676;102000;56000;4000000;4000000
1677;104000;56000;4000000;4000000
1678;106000;56000;4000000;4000000
1679;108000;56000;4000000;4000000
1680;110000;56000;4000000;4000000
1681;112000;56000;4000000;4000000
1682;114000;56000;4000000;4000000
1683;0;58000;4000000;4000000
1684;2000;58000;4000000;4000000
1685;4000;58000;4000000;4000000
1686;6000;58000;4000000;4000000
1687;8000;58000;4000000;4000000
1688;10000;58000;4000000;4000000
1689;12000;58000;4000000;4000000
1690;14000;58000;4000000;4000000
1691;16000;58000;4000000;4000000
1692;18000;58000;4000000;4000000
1693;20000;58000;4000000;4000000
1694;22000;58000;4000000;4000000
1695;24000;58000;4000000;4000000
